Tamaño,DualPivotQuick,Heap,Merge,Radix
10000,0.020633400010410696,0.0635807000217028,0.044835399952717125,0.04167740000411868
100000,0.26595550001366064,0.6543976999819279,0.38844670000253245,0.5132906000362709
1000000,2.091377199976705,8.236168399977032,3.711972999968566,4.90012210002169
